"Unique_Session_ID","Group_ID","Participant_ID","Day_Num","Block","Session_Type","Time_Offset","Dimension","Intensity"
"002_Day12_EOD","2_EndOfDay_Block_3",2,12,3,"EndOfDay",702.5,"Boredom",51.9616666666667
"001_Day13_EOD","1_EndOfDay_Block_3",1,13,3,"EndOfDay",702.5,"Boredom",8.10666666666667
"002_Day13_EOD","2_EndOfDay_Block_3",2,13,3,"EndOfDay",702.5,"Boredom",25.2916666666667
"001_Day14_EOD","1_EndOfDay_Block_3",1,14,3,"EndOfDay",702.5,"Boredom",2.67333333333333
"002_Day14_EOD","2_EndOfDay_Block_3",2,14,3,"EndOfDay",702.5,"Boredom",12.4233333333333
"001_Day15_EOD","1_EndOfDay_Block_3",1,15,3,"EndOfDay",702.5,"Boredom",2.34166666666667
"002_Day15_EOD","2_EndOfDay_Block_3",2,15,3,"EndOfDay",702.5,"Boredom",28.1116666666667
"001_Day16_EOD","1_EndOfDay_Block_4",1,16,4,"EndOfDay",702.5,"Boredom",4.60166666666667
"001_Day17_EOD","1_EndOfDay_Block_4",1,17,4,"EndOfDay",702.5,"Boredom",3.23
"001_Day18_EOD","1_EndOfDay_Block_4",1,18,4,"EndOfDay",702.5,"Boredom",4.40333333333333
"001_Day19_EOD","1_EndOfDay_Block_4",1,19,4,"EndOfDay",702.5,"Boredom",7.64166666666667
"001_Day20_EOD","1_EndOfDay_Block_4",1,20,4,"EndOfDay",702.5,"Boredom",4.00333333333333
"001_Day1_EOD","1_EndOfDay_Block_1",1,1,1,"EndOfDay",732.5,"Boredom",0
"002_Day1_EOD","2_EndOfDay_Block_1",2,1,1,"EndOfDay",732.5,"Boredom",38.5816666666667
"003_Day1_EOD","3_EndOfDay_Block_1",3,1,1,"EndOfDay",732.5,"Boredom",14.4583333333333
"001_Day2_EOD","1_EndOfDay_Block_1",1,2,1,"EndOfDay",732.5,"Boredom",19.5533333333333
"003_Day2_EOD","3_EndOfDay_Block_1",3,2,1,"EndOfDay",732.5,"Boredom",14.8283333333333
"001_Day3_EOD","1_EndOfDay_Block_1",1,3,1,"EndOfDay",732.5,"Boredom",12.095
"002_Day3_EOD","2_EndOfDay_Block_1",2,3,1,"EndOfDay",732.5,"Boredom",26.4466666666667
"003_Day3_EOD","3_EndOfDay_Block_1",3,3,1,"EndOfDay",732.5,"Boredom",36.885
"001_Day4_EOD","1_EndOfDay_Block_1",1,4,1,"EndOfDay",732.5,"Boredom",14.1216666666667
"002_Day4_EOD","2_EndOfDay_Block_1",2,4,1,"EndOfDay",732.5,"Boredom",22.8866666666667
"003_Day4_EOD","3_EndOfDay_Block_1",3,4,1,"EndOfDay",732.5,"Boredom",44.8266666666667
"001_Day5_EOD","1_EndOfDay_Block_1",1,5,1,"EndOfDay",732.5,"Boredom",5.16833333333333
"002_Day5_EOD","2_EndOfDay_Block_1",2,5,1,"EndOfDay",732.5,"Boredom",37.1116666666667
"003_Day5_EOD","3_EndOfDay_Block_1",3,5,1,"EndOfDay",732.5,"Boredom",9.53833333333333
"001_Day6_EOD","1_EndOfDay_Block_2",1,6,2,"EndOfDay",732.5,"Boredom",35.475
"002_Day6_EOD","2_EndOfDay_Block_2",2,6,2,"EndOfDay",732.5,"Boredom",25.655
"003_Day6_EOD","3_EndOfDay_Block_2",3,6,2,"EndOfDay",732.5,"Boredom",16.6833333333333
"001_Day7_EOD","1_EndOfDay_Block_2",1,7,2,"EndOfDay",732.5,"Boredom",3.43666666666667
"002_Day7_EOD","2_EndOfDay_Block_2",2,7,2,"EndOfDay",732.5,"Boredom",34.3283333333333
"003_Day7_EOD","3_EndOfDay_Block_2",3,7,2,"EndOfDay",732.5,"Boredom",30.5416666666667
"001_Day8_EOD","1_EndOfDay_Block_2",1,8,2,"EndOfDay",732.5,"Boredom",57.415
"002_Day8_EOD","2_EndOfDay_Block_2",2,8,2,"EndOfDay",732.5,"Boredom",44.4066666666667
"003_Day8_EOD","3_EndOfDay_Block_2",3,8,2,"EndOfDay",732.5,"Boredom",10.2966666666667
"001_Day9_EOD","1_EndOfDay_Block_2",1,9,2,"EndOfDay",732.5,"Boredom",3.30833333333333
"002_Day9_EOD","2_EndOfDay_Block_2",2,9,2,"EndOfDay",732.5,"Boredom",49.7933333333333
"003_Day9_EOD","3_EndOfDay_Block_2",3,9,2,"EndOfDay",732.5,"Boredom",15.0466666666667
"001_Day10_EOD","1_EndOfDay_Block_2",1,10,2,"EndOfDay",732.5,"Boredom",2.17833333333333
"002_Day10_EOD","2_EndOfDay_Block_2",2,10,2,"EndOfDay",732.5,"Boredom",63.5516666666667
"003_Day10_EOD","3_EndOfDay_Block_2",3,10,2,"EndOfDay",732.5,"Boredom",18.595
"001_Day11_EOD","1_EndOfDay_Block_3",1,11,3,"EndOfDay",732.5,"Boredom",6.06833333333333
"002_Day11_EOD","2_EndOfDay_Block_3",2,11,3,"EndOfDay",732.5,"Boredom",18.035
"001_Day12_EOD","1_EndOfDay_Block_3",1,12,3,"EndOfDay",732.5,"Boredom",6.17
"002_Day12_EOD","2_EndOfDay_Block_3",2,12,3,"EndOfDay",732.5,"Boredom",56.5733333333333
"001_Day13_EOD","1_EndOfDay_Block_3",1,13,3,"EndOfDay",732.5,"Boredom",7.86833333333333
"002_Day13_EOD","2_EndOfDay_Block_3",2,13,3,"EndOfDay",732.5,"Boredom",24.99
"001_Day14_EOD","1_EndOfDay_Block_3",1,14,3,"EndOfDay",732.5,"Boredom",2.89333333333333
"002_Day14_EOD","2_EndOfDay_Block_3",2,14,3,"EndOfDay",732.5,"Boredom",12.575
"001_Day15_EOD","1_EndOfDay_Block_3",1,15,3,"EndOfDay",732.5,"Boredom",2.18833333333333
"002_Day15_EOD","2_EndOfDay_Block_3",2,15,3,"EndOfDay",732.5,"Boredom",25.835
"001_Day16_EOD","1_EndOfDay_Block_4",1,16,4,"EndOfDay",732.5,"Boredom",4.60833333333333
"001_Day17_EOD","1_EndOfDay_Block_4",1,17,4,"EndOfDay",732.5,"Boredom",2.72833333333333
"001_Day18_EOD","1_EndOfDay_Block_4",1,18,4,"EndOfDay",732.5,"Boredom",5.03333333333333
"001_Day19_EOD","1_EndOfDay_Block_4",1,19,4,"EndOfDay",732.5,"Boredom",7.26166666666667
"001_Day20_EOD","1_EndOfDay_Block_4",1,20,4,"EndOfDay",732.5,"Boredom",4.075
"001_Day1_EOD","1_EndOfDay_Block_1",1,1,1,"EndOfDay",762.5,"Boredom",0
"002_Day1_EOD","2_EndOfDay_Block_1",2,1,1,"EndOfDay",762.5,"Boredom",41.435
"003_Day1_EOD","3_EndOfDay_Block_1",3,1,1,"EndOfDay",762.5,"Boredom",18.7266666666667
"001_Day2_EOD","1_EndOfDay_Block_1",1,2,1,"EndOfDay",762.5,"Boredom",6.97666666666667
"003_Day2_EOD","3_EndOfDay_Block_1",3,2,1,"EndOfDay",762.5,"Boredom",14.1833333333333
"001_Day3_EOD","1_EndOfDay_Block_1",1,3,1,"EndOfDay",762.5,"Boredom",7.54333333333333
"002_Day3_EOD","2_EndOfDay_Block_1",2,3,1,"EndOfDay",762.5,"Boredom",28.1083333333333
"003_Day3_EOD","3_EndOfDay_Block_1",3,3,1,"EndOfDay",762.5,"Boredom",33.0333333333333
"001_Day4_EOD","1_EndOfDay_Block_1",1,4,1,"EndOfDay",762.5,"Boredom",5.85333333333333
"002_Day4_EOD","2_EndOfDay_Block_1",2,4,1,"EndOfDay",762.5,"Boredom",24.2983333333333
"003_Day4_EOD","3_EndOfDay_Block_1",3,4,1,"EndOfDay",762.5,"Boredom",40.275
"001_Day5_EOD","1_EndOfDay_Block_1",1,5,1,"EndOfDay",762.5,"Boredom",4.59
"002_Day5_EOD","2_EndOfDay_Block_1",2,5,1,"EndOfDay",762.5,"Boredom",40.0966666666667
"003_Day5_EOD","3_EndOfDay_Block_1",3,5,1,"EndOfDay",762.5,"Boredom",7.96833333333333
"001_Day6_EOD","1_EndOfDay_Block_2",1,6,2,"EndOfDay",762.5,"Boredom",24.5133333333333
"002_Day6_EOD","2_EndOfDay_Block_2",2,6,2,"EndOfDay",762.5,"Boredom",25.3716666666667
"003_Day6_EOD","3_EndOfDay_Block_2",3,6,2,"EndOfDay",762.5,"Boredom",15.9716666666667
"001_Day7_EOD","1_EndOfDay_Block_2",1,7,2,"EndOfDay",762.5,"Boredom",3.39
"002_Day7_EOD","2_EndOfDay_Block_2",2,7,2,"EndOfDay",762.5,"Boredom",28.35
"003_Day7_EOD","3_EndOfDay_Block_2",3,7,2,"EndOfDay",762.5,"Boredom",25.365
"001_Day8_EOD","1_EndOfDay_Block_2",1,8,2,"EndOfDay",762.5,"Boredom",42.4583333333333
"002_Day8_EOD","2_EndOfDay_Block_2",2,8,2,"EndOfDay",762.5,"Boredom",38.9483333333333
"003_Day8_EOD","3_EndOfDay_Block_2",3,8,2,"EndOfDay",762.5,"Boredom",10.25
"001_Day9_EOD","1_EndOfDay_Block_2",1,9,2,"EndOfDay",762.5,"Boredom",3.475
"002_Day9_EOD","2_EndOfDay_Block_2",2,9,2,"EndOfDay",762.5,"Boredom",56.0033333333333
"003_Day9_EOD","3_EndOfDay_Block_2",3,9,2,"EndOfDay",762.5,"Boredom",12.1833333333333
"001_Day10_EOD","1_EndOfDay_Block_2",1,10,2,"EndOfDay",762.5,"Boredom",2.23
"002_Day10_EOD","2_EndOfDay_Block_2",2,10,2,"EndOfDay",762.5,"Boredom",63.4566666666667
"003_Day10_EOD","3_EndOfDay_Block_2",3,10,2,"EndOfDay",762.5,"Boredom",20.8216666666667
"001_Day11_EOD","1_EndOfDay_Block_3",1,11,3,"EndOfDay",762.5,"Boredom",6.36
"002_Day11_EOD","2_EndOfDay_Block_3",2,11,3,"EndOfDay",762.5,"Boredom",22.4916666666667
"001_Day12_EOD","1_EndOfDay_Block_3",1,12,3,"EndOfDay",762.5,"Boredom",5.43
"002_Day12_EOD","2_EndOfDay_Block_3",2,12,3,"EndOfDay",762.5,"Boredom",59.2582352941176
"001_Day13_EOD","1_EndOfDay_Block_3",1,13,3,"EndOfDay",762.5,"Boredom",7.77833333333333
"002_Day13_EOD","2_EndOfDay_Block_3",2,13,3,"EndOfDay",762.5,"Boredom",24.8216666666667
"001_Day14_EOD","1_EndOfDay_Block_3",1,14,3,"EndOfDay",762.5,"Boredom",2.54833333333333
"002_Day14_EOD","2_EndOfDay_Block_3",2,14,3,"EndOfDay",762.5,"Boredom",13.7966666666667
"001_Day15_EOD","1_EndOfDay_Block_3",1,15,3,"EndOfDay",762.5,"Boredom",2.34333333333333
"002_Day15_EOD","2_EndOfDay_Block_3",2,15,3,"EndOfDay",762.5,"Boredom",25.3583333333333
"001_Day16_EOD","1_EndOfDay_Block_4",1,16,4,"EndOfDay",762.5,"Boredom",4.22833333333333
"001_Day17_EOD","1_EndOfDay_Block_4",1,17,4,"EndOfDay",762.5,"Boredom",2.56166666666667
"001_Day18_EOD","1_EndOfDay_Block_4",1,18,4,"EndOfDay",762.5,"Boredom",5.59166666666667
"001_Day19_EOD","1_EndOfDay_Block_4",1,19,4,"EndOfDay",762.5,"Boredom",6.02166666666667
"001_Day20_EOD","1_EndOfDay_Block_4",1,20,4,"EndOfDay",762.5,"Boredom",4.025
"001_Day1_EOD","1_EndOfDay_Block_1",1,1,1,"EndOfDay",792.5,"Boredom",0.00333333333333333
"002_Day1_EOD","2_EndOfDay_Block_1",2,1,1,"EndOfDay",792.5,"Boredom",45.9983333333333
"003_Day1_EOD","3_EndOfDay_Block_1",3,1,1,"EndOfDay",792.5,"Boredom",20.73
"001_Day2_EOD","1_EndOfDay_Block_1",1,2,1,"EndOfDay",792.5,"Boredom",6.79
"003_Day2_EOD","3_EndOfDay_Block_1",3,2,1,"EndOfDay",792.5,"Boredom",14.025
"001_Day3_EOD","1_EndOfDay_Block_1",1,3,1,"EndOfDay",792.5,"Boredom",5.68833333333333
"002_Day3_EOD","2_EndOfDay_Block_1",2,3,1,"EndOfDay",792.5,"Boredom",30.0116666666667
"003_Day3_EOD","3_EndOfDay_Block_1",3,3,1,"EndOfDay",792.5,"Boredom",27.475
"001_Day4_EOD","1_EndOfDay_Block_1",1,4,1,"EndOfDay",792.5,"Boredom",4.90833333333333
"002_Day4_EOD","2_EndOfDay_Block_1",2,4,1,"EndOfDay",792.5,"Boredom",29.68
"003_Day4_EOD","3_EndOfDay_Block_1",3,4,1,"EndOfDay",792.5,"Boredom",35.65
"001_Day5_EOD","1_EndOfDay_Block_1",1,5,1,"EndOfDay",792.5,"Boredom",3.895
"002_Day5_EOD","2_EndOfDay_Block_1",2,5,1,"EndOfDay",792.5,"Boredom",46.6566666666667
"003_Day5_EOD","3_EndOfDay_Block_1",3,5,1,"EndOfDay",792.5,"Boredom",6.74
"001_Day6_EOD","1_EndOfDay_Block_2",1,6,2,"EndOfDay",792.5,"Boredom",8.48833333333333
"002_Day6_EOD","2_EndOfDay_Block_2",2,6,2,"EndOfDay",792.5,"Boredom",26.0716666666667
"003_Day6_EOD","3_EndOfDay_Block_2",3,6,2,"EndOfDay",792.5,"Boredom",15.2083333333333
"001_Day7_EOD","1_EndOfDay_Block_2",1,7,2,"EndOfDay",792.5,"Boredom",3.455
"002_Day7_EOD","2_EndOfDay_Block_2",2,7,2,"EndOfDay",792.5,"Boredom",24.8616666666667
"003_Day7_EOD","3_EndOfDay_Block_2",3,7,2,"EndOfDay",792.5,"Boredom",21.4233333333333
"001_Day8_EOD","1_EndOfDay_Block_2",1,8,2,"EndOfDay",792.5,"Boredom",13.9816666666667
"002_Day8_EOD","2_EndOfDay_Block_2",2,8,2,"EndOfDay",792.5,"Boredom",33.5716666666667
"003_Day8_EOD","3_EndOfDay_Block_2",3,8,2,"EndOfDay",792.5,"Boredom",9.96
"001_Day9_EOD","1_EndOfDay_Block_2",1,9,2,"EndOfDay",792.5,"Boredom",3.34666666666667
"002_Day9_EOD","2_EndOfDay_Block_2",2,9,2,"EndOfDay",792.5,"Boredom",59.955
"003_Day9_EOD","3_EndOfDay_Block_2",3,9,2,"EndOfDay",792.5,"Boredom",9.57833333333333
"001_Day10_EOD","1_EndOfDay_Block_2",1,10,2,"EndOfDay",792.5,"Boredom",2.48833333333333
"002_Day10_EOD","2_EndOfDay_Block_2",2,10,2,"EndOfDay",792.5,"Boredom",62.94
"003_Day10_EOD","3_EndOfDay_Block_2",3,10,2,"EndOfDay",792.5,"Boredom",21.4116666666667
"001_Day11_EOD","1_EndOfDay_Block_3",1,11,3,"EndOfDay",792.5,"Boredom",6.48833333333333
"002_Day11_EOD","2_EndOfDay_Block_3",2,11,3,"EndOfDay",792.5,"Boredom",24.17
"001_Day12_EOD","1_EndOfDay_Block_3",1,12,3,"EndOfDay",792.5,"Boredom",4.66
"002_Day12_EOD","2_EndOfDay_Block_3",2,12,3,"EndOfDay",792.5,"Boredom",60.3373529411765
"001_Day13_EOD","1_EndOfDay_Block_3",1,13,3,"EndOfDay",792.5,"Boredom",7.49333333333333
"002_Day13_EOD","2_EndOfDay_Block_3",2,13,3,"EndOfDay",792.5,"Boredom",24.6539215686275
"001_Day14_EOD","1_EndOfDay_Block_3",1,14,3,"EndOfDay",792.5,"Boredom",1.61333333333333
"002_Day14_EOD","2_EndOfDay_Block_3",2,14,3,"EndOfDay",792.5,"Boredom",16.3016666666667
"001_Day15_EOD","1_EndOfDay_Block_3",1,15,3,"EndOfDay",792.5,"Boredom",2.49333333333333
"002_Day15_EOD","2_EndOfDay_Block_3",2,15,3,"EndOfDay",792.5,"Boredom",24.9916666666667
"001_Day16_EOD","1_EndOfDay_Block_4",1,16,4,"EndOfDay",792.5,"Boredom",3.83
"001_Day17_EOD","1_EndOfDay_Block_4",1,17,4,"EndOfDay",792.5,"Boredom",2.49
"001_Day18_EOD","1_EndOfDay_Block_4",1,18,4,"EndOfDay",792.5,"Boredom",6.13
"001_Day19_EOD","1_EndOfDay_Block_4",1,19,4,"EndOfDay",792.5,"Boredom",5.63833333333333
"001_Day20_EOD","1_EndOfDay_Block_4",1,20,4,"EndOfDay",792.5,"Boredom",4.05333333333333
"001_Day1_EOD","1_EndOfDay_Block_1",1,1,1,"EndOfDay",822.5,"Boredom",0
"002_Day1_EOD","2_EndOfDay_Block_1",2,1,1,"EndOfDay",822.5,"Boredom",49.4616666666667
"003_Day1_EOD","3_EndOfDay_Block_1",3,1,1,"EndOfDay",822.5,"Boredom",19.8833333333333
"001_Day2_EOD","1_EndOfDay_Block_1",1,2,1,"EndOfDay",822.5,"Boredom",6.45833333333333
"003_Day2_EOD","3_EndOfDay_Block_1",3,2,1,"EndOfDay",822.5,"Boredom",14.35
"001_Day3_EOD","1_EndOfDay_Block_1",1,3,1,"EndOfDay",822.5,"Boredom",4.25166666666667
"002_Day3_EOD","2_EndOfDay_Block_1",2,3,1,"EndOfDay",822.5,"Boredom",31.8083333333333
"003_Day3_EOD","3_EndOfDay_Block_1",3,3,1,"EndOfDay",822.5,"Boredom",19.2116666666667
"001_Day4_EOD","1_EndOfDay_Block_1",1,4,1,"EndOfDay",822.5,"Boredom",4.48166666666667
"002_Day4_EOD","2_EndOfDay_Block_1",2,4,1,"EndOfDay",822.5,"Boredom",37.7466666666667
"003_Day4_EOD","3_EndOfDay_Block_1",3,4,1,"EndOfDay",822.5,"Boredom",29.955
"001_Day5_EOD","1_EndOfDay_Block_1",1,5,1,"EndOfDay",822.5,"Boredom",3.44333333333333
"002_Day5_EOD","2_EndOfDay_Block_1",2,5,1,"EndOfDay",822.5,"Boredom",50.2183333333333
"003_Day5_EOD","3_EndOfDay_Block_1",3,5,1,"EndOfDay",822.5,"Boredom",5.56333333333333
"001_Day6_EOD","1_EndOfDay_Block_2",1,6,2,"EndOfDay",822.5,"Boredom",6.85
"002_Day6_EOD","2_EndOfDay_Block_2",2,6,2,"EndOfDay",822.5,"Boredom",29.0783333333333
"003_Day6_EOD","3_EndOfDay_Block_2",3,6,2,"EndOfDay",822.5,"Boredom",14.0766666666667
"001_Day7_EOD","1_EndOfDay_Block_2",1,7,2,"EndOfDay",822.5,"Boredom",3.6
"002_Day7_EOD","2_EndOfDay_Block_2",2,7,2,"EndOfDay",822.5,"Boredom",21.95
"003_Day7_EOD","3_EndOfDay_Block_2",3,7,2,"EndOfDay",822.5,"Boredom",18.2333333333333
"001_Day8_EOD","1_EndOfDay_Block_2",1,8,2,"EndOfDay",822.5,"Boredom",6.65833333333333
"002_Day8_EOD","2_EndOfDay_Block_2",2,8,2,"EndOfDay",822.5,"Boredom",28.9833333333333
"003_Day8_EOD","3_EndOfDay_Block_2",3,8,2,"EndOfDay",822.5,"Boredom",10.2716666666667
"001_Day9_EOD","1_EndOfDay_Block_2",1,9,2,"EndOfDay",822.5,"Boredom",3.305
"002_Day9_EOD","2_EndOfDay_Block_2",2,9,2,"EndOfDay",822.5,"Boredom",61.74
"003_Day9_EOD","3_EndOfDay_Block_2",3,9,2,"EndOfDay",822.5,"Boredom",7.81166666666667
"001_Day10_EOD","1_EndOfDay_Block_2",1,10,2,"EndOfDay",822.5,"Boredom",2.51
"002_Day10_EOD","2_EndOfDay_Block_2",2,10,2,"EndOfDay",822.5,"Boredom",62.82
"003_Day10_EOD","3_EndOfDay_Block_2",3,10,2,"EndOfDay",822.5,"Boredom",24.31
"001_Day11_EOD","1_EndOfDay_Block_3",1,11,3,"EndOfDay",822.5,"Boredom",6.51
"002_Day11_EOD","2_EndOfDay_Block_3",2,11,3,"EndOfDay",822.5,"Boredom",24.2516666666667
"001_Day12_EOD","1_EndOfDay_Block_3",1,12,3,"EndOfDay",822.5,"Boredom",3.60166666666667
"002_Day12_EOD","2_EndOfDay_Block_3",2,12,3,"EndOfDay",822.5,"Boredom",61.1738235294118
"001_Day13_EOD","1_EndOfDay_Block_3",1,13,3,"EndOfDay",822.5,"Boredom",6.79333333333333
"002_Day13_EOD","2_EndOfDay_Block_3",2,13,3,"EndOfDay",822.5,"Boredom",24.6488235294118
"001_Day14_EOD","1_EndOfDay_Block_3",1,14,3,"EndOfDay",822.5,"Boredom",1.155
"002_Day14_EOD","2_EndOfDay_Block_3",2,14,3,"EndOfDay",822.5,"Boredom",19.345
"001_Day15_EOD","1_EndOfDay_Block_3",1,15,3,"EndOfDay",822.5,"Boredom",2.525
"002_Day15_EOD","2_EndOfDay_Block_3",2,15,3,"EndOfDay",822.5,"Boredom",24.2716666666667
"001_Day16_EOD","1_EndOfDay_Block_4",1,16,4,"EndOfDay",822.5,"Boredom",3.48
"001_Day17_EOD","1_EndOfDay_Block_4",1,17,4,"EndOfDay",822.5,"Boredom",3.30833333333333
"001_Day18_EOD","1_EndOfDay_Block_4",1,18,4,"EndOfDay",822.5,"Boredom",6.24166666666667
"001_Day19_EOD","1_EndOfDay_Block_4",1,19,4,"EndOfDay",822.5,"Boredom",5.69
"001_Day20_EOD","1_EndOfDay_Block_4",1,20,4,"EndOfDay",822.5,"Boredom",4.22833333333333
"001_Day1_EOD","1_EndOfDay_Block_1",1,1,1,"EndOfDay",852.5,"Boredom",0
"002_Day1_EOD","2_EndOfDay_Block_1",2,1,1,"EndOfDay",852.5,"Boredom",50.4083333333333
"003_Day1_EOD","3_EndOfDay_Block_1",3,1,1,"EndOfDay",852.5,"Boredom",17.6733333333333
"001_Day2_EOD","1_EndOfDay_Block_1",1,2,1,"EndOfDay",852.5,"Boredom",5.90833333333333
"003_Day2_EOD","3_EndOfDay_Block_1",3,2,1,"EndOfDay",852.5,"Boredom",14.8983333333333
"001_Day3_EOD","1_EndOfDay_Block_1",1,3,1,"EndOfDay",852.5,"Boredom",3.45666666666667
"002_Day3_EOD","2_EndOfDay_Block_1",2,3,1,"EndOfDay",852.5,"Boredom",33.9583333333333
"003_Day3_EOD","3_EndOfDay_Block_1",3,3,1,"EndOfDay",852.5,"Boredom",11.3166666666667
"001_Day4_EOD","1_EndOfDay_Block_1",1,4,1,"EndOfDay",852.5,"Boredom",4.07833333333333
"002_Day4_EOD","2_EndOfDay_Block_1",2,4,1,"EndOfDay",852.5,"Boredom",44.59
"003_Day4_EOD","3_EndOfDay_Block_1",3,4,1,"EndOfDay",852.5,"Boredom",23.9366666666667
"001_Day5_EOD","1_EndOfDay_Block_1",1,5,1,"EndOfDay",852.5,"Boredom",3.13833333333333
"002_Day5_EOD","2_EndOfDay_Block_1",2,5,1,"EndOfDay",852.5,"Boredom",50.85
"003_Day5_EOD","3_EndOfDay_Block_1",3,5,1,"EndOfDay",852.5,"Boredom",4.26666666666667
"001_Day6_EOD","1_EndOfDay_Block_2",1,6,2,"EndOfDay",852.5,"Boredom",6.67
"002_Day6_EOD","2_EndOfDay_Block_2",2,6,2,"EndOfDay",852.5,"Boredom",36.9516666666667
"003_Day6_EOD","3_EndOfDay_Block_2",3,6,2,"EndOfDay",852.5,"Boredom",12.7783333333333
"001_Day7_EOD","1_EndOfDay_Block_2",1,7,2,"EndOfDay",852.5,"Boredom",3.55
"002_Day7_EOD","2_EndOfDay_Block_2",2,7,2,"EndOfDay",852.5,"Boredom",19.13
"003_Day7_EOD","3_EndOfDay_Block_2",3,7,2,"EndOfDay",852.5,"Boredom",16.1216666666667
"001_Day8_EOD","1_EndOfDay_Block_2",1,8,2,"EndOfDay",852.5,"Boredom",4.71666666666667
"002_Day8_EOD","2_EndOfDay_Block_2",2,8,2,"EndOfDay",852.5,"Boredom",26.4633333333333
"003_Day8_EOD","3_EndOfDay_Block_2",3,8,2,"EndOfDay",852.5,"Boredom",10.545
"001_Day9_EOD","1_EndOfDay_Block_2",1,9,2,"EndOfDay",852.5,"Boredom",3.32666666666667
"002_Day9_EOD","2_EndOfDay_Block_2",2,9,2,"EndOfDay",852.5,"Boredom",62.1316666666667
"003_Day9_EOD","3_EndOfDay_Block_2",3,9,2,"EndOfDay",852.5,"Boredom",6.73833333333333
"001_Day10_EOD","1_EndOfDay_Block_2",1,10,2,"EndOfDay",852.5,"Boredom",2.435
"002_Day10_EOD","2_EndOfDay_Block_2",2,10,2,"EndOfDay",852.5,"Boredom",61.295
"003_Day10_EOD","3_EndOfDay_Block_2",3,10,2,"EndOfDay",852.5,"Boredom",27.48
"001_Day11_EOD","1_EndOfDay_Block_3",1,11,3,"EndOfDay",852.5,"Boredom",6.86666666666667
"002_Day11_EOD","2_EndOfDay_Block_3",2,11,3,"EndOfDay",852.5,"Boredom",24.18
"001_Day12_EOD","1_EndOfDay_Block_3",1,12,3,"EndOfDay",852.5,"Boredom",3.18166666666667
"002_Day12_EOD","2_EndOfDay_Block_3",2,12,3,"EndOfDay",852.5,"Boredom",61.8989215686275
"001_Day13_EOD","1_EndOfDay_Block_3",1,13,3,"EndOfDay",852.5,"Boredom",5.95166666666667
"002_Day13_EOD","2_EndOfDay_Block_3",2,13,3,"EndOfDay",852.5,"Boredom",24.5923529411765
"001_Day14_EOD","1_EndOfDay_Block_3",1,14,3,"EndOfDay",852.5,"Boredom",1.70833333333333
"002_Day14_EOD","2_EndOfDay_Block_3",2,14,3,"EndOfDay",852.5,"Boredom",22.9233333333333
"001_Day15_EOD","1_EndOfDay_Block_3",1,15,3,"EndOfDay",852.5,"Boredom",2.195
"002_Day15_EOD","2_EndOfDay_Block_3",2,15,3,"EndOfDay",852.5,"Boredom",22.8133333333333
"001_Day16_EOD","1_EndOfDay_Block_4",1,16,4,"EndOfDay",852.5,"Boredom",3.36166666666667
"001_Day17_EOD","1_EndOfDay_Block_4",1,17,4,"EndOfDay",852.5,"Boredom",3.98333333333333
"001_Day18_EOD","1_EndOfDay_Block_4",1,18,4,"EndOfDay",852.5,"Boredom",6.00333333333333
"001_Day19_EOD","1_EndOfDay_Block_4",1,19,4,"EndOfDay",852.5,"Boredom",5.77333333333333
"001_Day20_EOD","1_EndOfDay_Block_4",1,20,4,"EndOfDay",852.5,"Boredom",4.02166666666667
"001_Day1_EOD","1_EndOfDay_Block_1",1,1,1,"EndOfDay",882.5,"Boredom",51.09
"002_Day1_EOD","2_EndOfDay_Block_1",2,1,1,"EndOfDay",882.5,"Boredom",48.2866666666667
"003_Day1_EOD","3_EndOfDay_Block_1",3,1,1,"EndOfDay",882.5,"Boredom",14.3716666666667
"001_Day2_EOD","1_EndOfDay_Block_1",1,2,1,"EndOfDay",882.5,"Boredom",7.51166666666667
"003_Day2_EOD","3_EndOfDay_Block_1",3,2,1,"EndOfDay",882.5,"Boredom",15.0316666666667
"001_Day3_EOD","1_EndOfDay_Block_1",1,3,1,"EndOfDay",882.5,"Boredom",2.93833333333333
"002_Day3_EOD","2_EndOfDay_Block_1",2,3,1,"EndOfDay",882.5,"Boredom",35.7566666666667
"003_Day3_EOD","3_EndOfDay_Block_1",3,3,1,"EndOfDay",882.5,"Boredom",7.09333333333333
"001_Day4_EOD","1_EndOfDay_Block_1",1,4,1,"EndOfDay",882.5,"Boredom",4.45166666666667
"002_Day4_EOD","2_EndOfDay_Block_1",2,4,1,"EndOfDay",882.5,"Boredom",47.6466666666667
"003_Day4_EOD","3_EndOfDay_Block_1",3,4,1,"EndOfDay",882.5,"Boredom",18.22
"001_Day5_EOD","1_EndOfDay_Block_1",1,5,1,"EndOfDay",882.5,"Boredom",2.98666666666667
"002_Day5_EOD","2_EndOfDay_Block_1",2,5,1,"EndOfDay",882.5,"Boredom",49.3316666666667
"003_Day5_EOD","3_EndOfDay_Block_1",3,5,1,"EndOfDay",882.5,"Boredom",3.24833333333333
"001_Day6_EOD","1_EndOfDay_Block_2",1,6,2,"EndOfDay",882.5,"Boredom",6.14
"002_Day6_EOD","2_EndOfDay_Block_2",2,6,2,"EndOfDay",882.5,"Boredom",45.7516666666667
"003_Day6_EOD","3_EndOfDay_Block_2",3,6,2,"EndOfDay",882.5,"Boredom",13.5116666666667
"001_Day7_EOD","1_EndOfDay_Block_2",1,7,2,"EndOfDay",882.5,"Boredom",3.205
